id,class_label,entities
84769,0,NORP ORDINAL NORP ORG
12199,1,PERSON PERSON MONEY MONEY MONEY MONEY MONEY ORG ORG GPE GPE ORG ORG GPE ORG PERSON PERSON
8736,1,ORG ORG ORG ORG DATE TIME GPE GPE GPE
48840,0,CARDINAL TIME TIME
47971,0,ORG PERSON PERSON
54315,0,PRODUCT
13370,1,0
26722,0,ORG CARDINAL ORG PERSON
69772,0,ORG ORG ORG PERSON GPE
85460,0,PERSON PERSON PERSON
74086,0,ORG
3292,1,PERSON PERSON ORG ORG ORG PERSON
17340,1,ORG PERSON PERSON PERSON
18081,1,PERSON PERSON ORG
34722,0,DATE DATE ORG CARDINAL PERSON GPE
79706,0,PERSON PERCENT PERCENT NORP MONEY MONEY MONEY MONEY PERCENT PERCENT NORP PERSON DATE DATE
48088,0,GPE DATE
10874,1,GPE GPE GPE CARDINAL
58190,0,PERSON PERSON PERSON PERSON
86239,1,CARDINAL PERSON PERSON CARDINAL DATE PERSON PERSON PERSON DATE PERSON
17428,1,GPE PERSON PERSON GPE CARDINAL ORG ORG
72104,1,ORG
82857,1,0
74913,0,PRODUCT NORP GPE PERSON NORP
1784,1,ORG PERCENT PERCENT DATE ORG ORG PERCENT PERCENT DATE GPE CARDINAL MONEY MONEY MONEY
79008,1,ORG
48244,0,ORG ORG ORG ORG ORG ORG
36232,1,NORP NORP PERSON PERSON PERSON CARDINAL PERSON
50530,1,ORG DATE
61111,0,ORG ORG CARDINAL CARDINAL
48467,0,0
76545,1,GPE GPE
31797,0,PERSON PERSON PERSON PERSON ORG PERSON PERSON MONEY PERSON ORG CARDINAL CARDINAL CARDINAL
5463,1,CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL GPE GPE DATE DATE
71390,0,ORG ORG NORP GPE GPE PERSON PERSON PERSON ORG ORG ORG ORG PERSON PERSON
69203,0,GPE PERSON GPE ORG ORG ORG ORG PERSON
78094,0,NORP GPE
88839,0,ORG ORG ORG PERSON PERCENT PERCENT ORG PERCENT PERCENT ORG ORG ORG ORG ORG
86521,0,DATE ORG GPE GPE CARDINAL ORG
74565,0,GPE GPE GPE PERSON PERSON PERSON ORG
67809,0,DATE DATE DATE PERSON PERSON PERSON
83423,0,ORG PERSON PERSON ORG ORG ORG ORG
15875,1,GPE GPE PERSON PERSON PERSON PERSON PERSON ORG PERSON PERCENT PERCENT PERSON MONEY
81906,1,PERSON PERSON
8969,1,DATE DATE ORG
87480,0,PERCENT PERCENT PERCENT PERCENT
24659,1,NORP ORG ORG ORG ORG
17414,1,PERSON PERSON ORG ORG MONEY MONEY
75107,0,PERSON PERSON NORP NORP
14014,1,CARDINAL ORG ORG ORG ORG CARDINAL GPE CARDINAL
50712,0,DATE PERSON PERSON
76895,0,NORP NORP GPE PERSON
23910,1,PERSON LOC DATE
26143,1,PERSON NORP GPE
29192,0,ORG ORG ORG DATE DATE ORG ORG CARDINAL CARDINAL CARDINAL MONEY
41097,1,ORG ORG ORG
3450,1,PERSON PERSON
71430,0,ORG ORG ORG GPE PERSON ORG ORG ORG ORG
10053,1,PERCENT PERCENT ORG PERCENT PERCENT PERSON ORG PERSON PERSON ORG PERCENT PERCENT PERSON PERCENT PERCENT PERSON PERSON PERCENT PERCENT
49194,0,NORP
81553,0,PERSON PERSON PERSON PERSON CARDINAL
16227,1,LOC PERSON PERSON
55725,0,DATE DATE DATE
77050,0,PERSON MONEY MONEY MONEY MONEY MONEY MONEY MONEY MONEY MONEY PERSON
7142,1,ORG PERSON DATE DATE
20912,0,ORG PRODUCT
31068,0,WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART DATE GPE GPE NORP MONEY MONEY MONEY MONEY MONEY DATE MONEY MONEY MONEY GPE
42137,1,ORG ORG PERSON PERSON
25030,1,PERCENT PERCENT PERSON DATE
53081,0,NORP ORG PERSON PERSON MONEY
53108,0,PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON MONEY MONEY MONEY MONEY NORP DATE
41234,1,PERSON ORG ORG DATE DATE
20345,1,GPE GPE GPE GPE GPE
41540,1,PERSON PERSON CARDINAL CARDINAL
62187,0,PERSON DATE DATE ORDINAL
72801,0,PERSON GPE
73334,0,CARDINAL TIME TIME TIME PERSON PERSON PERSON ORG GPE GPE TIME TIME
85808,0,PERSON PERSON CARDINAL PERSON PERSON PERCENT PERCENT NORP
84350,0,DATE DATE PERSON DATE DATE ORG
69383,0,PERSON PERSON GPE GPE GPE GPE GPE
21707,1,PERSON PERSON GPE DATE DATE ORG
64705,0,PERSON PERSON DATE DATE PERSON PERSON
80088,0,0
60584,0,ORG PERSON PERCENT PERCENT ORG ORG PERSON
40823,1,ORG GPE
86505,0,PERSON PERSON
53123,0,ORG ORG PERSON PERSON PERSON MONEY MONEY MONEY MONEY NORP DATE GPE
31089,0,DATE DATE GPE GPE
19160,0,ORDINAL QUANTITY QUANTITY QUANTITY QUANTITY CARDINAL
79773,1,PERSON PERSON PERCENT PERCENT NORP CARDINAL PERSON PERSON PERSON PERSON
62410,0,PERSON PERSON DATE DATE ORG PERSON PERSON DATE CARDINAL DATE DATE DATE ORG
664,1,GPE ORG ORG ORG GPE ORG ORG PERSON ORG ORG ORG GPE ORG ORG ORG CARDINAL
2119,1,PERSON PERSON GPE PERSON GPE DATE DATE PERSON
14073,1,CARDINAL PERSON ORG
1131,1,GPE MONEY MONEY MONEY ORG ORG
63221,0,NORP PERSON PERSON GPE CARDINAL CARDINAL PERSON TIME
79501,0,ORG PERSON PERCENT PERCENT PERCENT PERCENT PRODUCT
60310,0,GPE ORG
22235,1,ORG CARDINAL CARDINAL CARDINAL NORP DATE CARDINAL DATE DATE DATE CARDINAL CARDINAL CARDINAL DATE DATE
5398,1,PERSON PERSON PERSON PERSON DATE DATE GPE CARDINAL
70979,0,GPE MONEY MONEY PERSON MONEY MONEY MONEY MONEY MONEY
32048,0,ORG
24670,1,NORP NORP NORP PERSON
27573,0,PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT NORP PERCENT PERCENT ORG ORG ORG GPE
22005,1,ORG ORG ORG ORG WORK_OF_ART WORK_OF_ART WORK_OF_ART PERSON PERSON NORP ORG
87779,0,NORP ORG
44260,1,0
5621,1,CARDINAL GPE
31954,0,CARDINAL GPE ORG PERSON PERSON PERSON WORK_OF_ART WORK_OF_ART
77960,0,PERSON PERSON
15066,1,ORG GPE
1239,1,MONEY MONEY GPE GPE GPE DATE PERCENT PERCENT DATE DATE PERCENT PERCENT
6660,1,PERSON PERSON PERSON ORG ORG CARDINAL DATE GPE GPE GPE GPE GPE GPE GPE GPE GPE GPE
59759,1,ORG GPE PERSON PERSON PERSON NORP PERSON PERSON PERSON
6110,1,0
80507,0,PERSON PERSON PERSON ORG
55217,0,ORG DATE DATE NORP DATE DATE
15585,1,LOC LOC ORG ORG ORG PERSON PERSON PERSON PERSON PERSON
38894,1,CARDINAL CARDINAL CARDINAL
81951,0,PRODUCT ORG ORG ORG ORG
86331,0,ORG PERSON PERSON DATE DATE DATE PERSON
48324,0,CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL GPE
58170,0,PERSON PERSON ORG
61673,0,PERSON PERSON GPE
67444,0,ORG ORG ORG CARDINAL GPE TIME
76373,0,DATE TIME TIME
78397,0,PERSON PERSON PERSON
6662,1,LAW GPE
6968,1,ORDINAL
39429,1,ORG ORG ORG ORG PERSON ORG PERSON PERSON CARDINAL DATE DATE DATE CARDINAL
18282,1,GPE PERSON ORDINAL PERSON ORDINAL ORG ORG
50513,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG GPE GPE PERSON ORG DATE LAW LAW LAW PERSON
50703,0,ORG DATE PERSON ORG
12305,1,GPE ORG ORG
15305,1,PERSON DATE NORP ORG ORG ORG ORG ORG
73539,0,ORG ORG PERSON PERSON ORG PERSON PERSON PERSON PERSON
22034,1,PERSON ORG ORG
71614,0,CARDINAL
80095,0,NORP CARDINAL CARDINAL
27951,0,ORG PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT NORP PERCENT PERCENT ORG ORG ORG GPE
39237,1,ORG GPE PERSON PERSON PERSON ORG ORG ORG
70461,0,ORG GPE PERCENT PERCENT PRODUCT PERSON PERSON CARDINAL CARDINAL CARDINAL GPE GPE GPE GPE GPE ORG
41100,1,PERCENT PERCENT PERCENT PERCENT
47454,0,ORG
32630,1,DATE DATE DATE DATE DATE DATE
71781,0,CARDINAL TIME TIME
63962,0,ORG ORG PERSON PERSON ORDINAL PERSON PERSON
15326,1,TIME TIME TIME TIME ORG ORG PERSON PERSON
21389,1,ORG ORG ORG ORG PERCENT PERCENT PERCENT PERCENT DATE DATE DATE
58922,0,LOC ORG ORG ORG DATE
10962,1,NORP NORP PERSON ORG ORG ORG LAW LAW LAW LAW ORG
74633,0,NORP CARDINAL CARDINAL CARDINAL ORG PERSON
71154,0,CARDINAL GPE GPE GPE GPE GPE GPE
30013,0,0
88036,0,ORG ORG
2065,1,ORG ORG ORG PERCENT PERCENT DATE PERCENT PERCENT
63556,0,PERSON PERSON ORG ORG ORG ORG
24514,1,PERSON PERSON NORP NORP NORP
77648,0,PERSON
42951,1,GPE GPE NORP
68287,0,DATE DATE CARDINAL DATE DATE DATE PERSON NORP
87604,0,ORG PERSON PERSON GPE PERSON PERSON ORG ORG ORG ORG ORG ORG ORG ORG GPE
52191,0,CARDINAL NORP NORP NORP
51714,0,PERSON PERSON
71643,0,CARDINAL ORG
62128,0,CARDINAL PERSON PERSON NORP NORP
57355,1,PERSON PERSON PERSON DATE DATE DATE DATE DATE PERSON CARDINAL DATE DATE ORG ORG ORG
63562,0,ORG ORG ORG PERSON PERSON ORG ORG ORG ORG ORG GPE GPE GPE GPE GPE
24121,1,ORG ORG ORG ORG
2803,1,0
77367,0,PERSON PERSON PERSON PERSON PERSON
9147,1,DATE DATE
14880,0,GPE DATE DATE DATE
47730,0,0
25908,1,PERSON PERSON PERSON PERSON
77195,0,ORG ORG ORG PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT
42371,1,ORG PERSON PERSON ORG
78011,0,NORP CARDINAL PERSON PERSON PERSON
66642,0,PERSON PERSON
21238,1,ORG ORG ORG CARDINAL CARDINAL CARDINAL MONEY MONEY MONEY
15017,1,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
82974,0,PRODUCT PRODUCT GPE NORP PERSON PERSON LOC LOC LOC ORDINAL PERSON PERSON PERSON DATE
41518,1,PERSON PERSON PERSON PERSON ORG ORG GPE CARDINAL NORP
33702,0,PERSON PERSON DATE DATE DATE DATE DATE DATE DATE
89628,0,ORG
14335,1,0
20173,1,PERSON PERSON ORG GPE GPE GPE CARDINAL CARDINAL
30286,0,ORG EVENT EVENT EVENT GPE
68119,0,DATE DATE DATE NORP DATE
23218,1,ORG NORP NORP PERSON ORG NORP
89134,0,ORG ORDINAL PERSON
61574,0,PERSON PERSON PERSON ORG ORG ORG ORG
32408,0,ORG ORG ORG PERSON PERSON
55210,0,ORG ORG DATE DATE DATE DATE ORG
37557,1,CARDINAL NORP DATE DATE ORDINAL CARDINAL CARDINAL CARDINAL
52344,1,WORK_OF_ART WORK_OF_ART WORK_OF_ART DATE
64856,0,PERSON CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL DATE DATE ORG
2077,1,ORG ORG CARDINAL PERCENT PERCENT DATE PERCENT PERCENT PERCENT
43796,0,0
25668,1,ORG ORG ORG ORG ORG ORG PERSON ORG ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG PERSON PERSON PERSON PERSON PERSON PERSON PERSON ORG
22822,1,NORP NORP DATE CARDINAL CARDINAL CARDINAL CARDINAL NORP NORP CARDINAL
2675,1,MONEY ORG ORG ORG ORG ORG
76399,0,PERSON MONEY MONEY MONEY PERSON
21385,1,PERSON CARDINAL
72834,0,GPE
27192,0,ORG ORG PERSON PERSON ORG ORG ORG ORG ORG ORG DATE DATE DATE DATE DATE DATE CARDINAL
14836,1,GPE DATE DATE ORG CARDINAL NORP
68174,0,NORP GPE DATE DATE DATE ORG ORG ORG DATE DATE DATE DATE DATE
59,1,NORP
33243,1,PERSON FAC DATE DATE
28209,0,CARDINAL
48505,0,DATE DATE
80301,0,FAC FAC FAC NORP ORG
30131,0,GPE GPE ORG ORG ORG NORP ORG NORP NORP PERSON
89505,0,PERSON PERSON CARDINAL GPE
21749,1,PERSON PERSON PERSON PERSON ORG PERSON
39046,1,PERSON TIME TIME
65233,0,ORG PERSON PERSON CARDINAL CARDINAL CARDINAL PERCENT PERCENT CARDINAL CARDINAL CARDINAL PERCENT PERCENT CARDINAL CARDINAL CARDINAL PERCENT PERCENT DATE DATE PERCENT PERCENT GPE
12561,1,PERSON PERSON
49214,0,NORP ORG
87720,0,ORG PERSON PERSON GPE
1294,1,TIME DATE DATE MONEY MONEY MONEY MONEY MONEY MONEY CARDINAL DATE MONEY DATE PERCENT PERCENT DATE DATE DATE DATE
37666,1,NORP GPE GPE GPE DATE DATE DATE
84678,0,PERSON PERSON CARDINAL ORG PERCENT PERCENT
79861,0,PERSON PERSON PERSON PERSON NORP MONEY MONEY MONEY PERCENT PERCENT NORP
7122,1,PERSON PERSON GPE DATE DATE DATE DATE DATE DATE
5167,1,ORG PERSON PERSON GPE CARDINAL CARDINAL CARDINAL
48072,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG GPE GPE ORG GPE GPE GPE PERSON
33052,1,DATE DATE ORG ORG DATE DATE
25335,1,PERSON PERSON DATE DATE PERSON
45168,1,ORG ORG ORG GPE GPE
15496,1,GPE GPE NORP TIME TIME
58902,0,ORG LOC
61042,0,ORG ORG ORG ORG MONEY MONEY MONEY PERSON PERSON
70817,0,GPE GPE
75486,0,PERSON PERSON PERSON ORG ORG ORG ORG ORG DATE DATE PERSON PERSON MONEY PERCENT PERCENT NORP NORP
33089,0,PERSON PERSON PERSON PERSON DATE CARDINAL CARDINAL CARDINAL CARDINAL FAC PRODUCT
89276,0,0
5251,1,GPE GPE GPE GPE GPE GPE GPE ORG GPE GPE GPE GPE GPE NORP
38294,1,ORG TIME TIME DATE GPE ORDINAL
17046,1,PERCENT PERCENT ORG ORG PERSON NORP
60987,0,ORG PERSON PERSON
16013,1,PERSON NORP ORG ORG ORG PERSON PERSON NORP PERSON PERSON PERSON GPE
41355,1,CARDINAL NORP ORG ORG
72555,0,ORG ORG
11332,1,GPE GPE ORG ORG DATE
64322,0,ORG ORG ORG DATE WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG
32575,0,ORG NORP
66540,0,PERSON ORG ORG PERSON PERSON ORG PERSON PERSON NORP
26236,1,ORG ORG ORG PERSON PERSON ORG ORG ORG NORP PERSON GPE
30275,0,LAW LAW GPE
87280,0,PERSON QUANTITY QUANTITY PERSON QUANTITY QUANTITY
49338,0,CARDINAL LOC NORP PERSON
39493,1,PERSON ORG ORG GPE PERSON PERSON PERSON ORG PERSON DATE ORG
45113,1,0
88170,0,PERSON PERSON ORG ORG ORG PERSON PERSON
58732,0,ORG LOC LOC
37695,1,PERSON PERSON DATE DATE
14325,1,ORG MONEY MONEY MONEY NORP WORK_OF_ART WORK_OF_ART PERSON
9049,1,PRODUCT DATE DATE DATE WORK_OF_ART WORK_OF_ART PERSON
82971,0,LOC LOC PERSON PERSON PERSON ORDINAL GPE PERSON PERSON PERSON DATE
70220,0,PERSON ORG PERSON
61685,0,GPE PERSON PERSON PERSON
71471,0,GPE DATE GPE GPE GPE
44943,1,CARDINAL CARDINAL LAW LAW LAW DATE CARDINAL CARDINAL
2954,1,DATE DATE
1608,1,GPE MONEY MONEY MONEY MONEY ORG CARDINAL DATE
54393,0,ORG ORG PERSON MONEY MONEY
87185,0,CARDINAL GPE
61591,0,PERSON PERSON ORDINAL
16287,1,PERSON PERSON
8293,1,NORP PERSON LAW LAW LAW
61104,0,PERSON PERSON PERSON CARDINAL CARDINAL
87839,0,ORG ORG ORG
37206,1,PERSON PERSON DATE CARDINAL CARDINAL CARDINAL ORG ORG ORG CARDINAL PERSON ORG
21055,1,ORG PERSON PERSON CARDINAL CARDINAL GPE GPE
27043,0,CARDINAL NORP PERSON DATE DATE CARDINAL ORG ORG DATE DATE PERSON CARDINAL
78131,0,ORG ORG ORG
23120,1,ORG NORP NORP PERSON PERSON ORG ORG PERSON FAC FAC FAC
8131,1,ORG GPE NORP NORP GPE GPE
66191,0,DATE DATE DATE DATE DATE GPE ORDINAL
54461,0,GPE GPE
16150,1,PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON LAW LAW LAW ORG
864,1,CARDINAL ORG
24800,1,GPE ORG ORG
69083,0,GPE PERSON GPE ORG ORG ORG ORG
42532,1,ORG ORG PERSON ORG ORG ORG LAW LAW LAW PERSON PERSON
46456,0,PERSON DATE DATE DATE DATE ORG PERSON
10475,1,PERSON PERSON PERSON MONEY MONEY CARDINAL ORG ORG ORG MONEY CARDINAL
22518,1,DATE ORG CARDINAL CARDINAL NORP CARDINAL CARDINAL CARDINAL
55092,0,NORP
2822,1,GPE ORDINAL
18407,1,ORG MONEY
2165,1,GPE GPE DATE DATE LOC LOC
5281,1,GPE GPE GPE GPE GPE GPE GPE GPE ORG ORG ORG DATE DATE
18942,1,ORG ORG ORG
28185,0,0
39859,1,DATE
19730,1,ORG ORG ORG ORG DATE
86340,0,ORG PERSON PERSON PERSON DATE CARDINAL DATE PERSON ORDINAL DATE DATE
77598,0,NORP ORG CARDINAL ORG DATE ORG DATE DATE PERSON
79859,0,MONEY MONEY MONEY PERCENT PERCENT NORP MONEY
77021,0,ORG ORG ORG NORP NORP NORP
67701,0,GPE
83796,0,PERSON PERSON GPE GPE MONEY MONEY MONEY
66788,0,ORG ORG PERSON PERSON PERSON
74356,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG
42839,1,GPE ORG GPE CARDINAL GPE CARDINAL CARDINAL GPE GPE PERCENT PERCENT PERCENT
36736,1,ORG ORG ORG LOC LOC NORP DATE DATE DATE PERCENT PERCENT PERCENT PERCENT ORG ORG GPE GPE GPE GPE
80701,0,ORG ORG
49031,0,PERCENT PERCENT NORP CARDINAL EVENT EVENT EVENT CARDINAL CARDINAL ORDINAL
64482,0,GPE GPE GPE PERSON DATE DATE
39911,0,ORG ORG ORG ORG ORG PERSON DATE DATE DATE CARDINAL
4984,1,ORG PERSON PERSON ORG ORG PERSON CARDINAL
32979,0,PERSON DATE DATE DATE
16141,1,PERSON PERSON ORG PERSON PERSON PERSON LAW LAW LAW ORG
28332,0,0
69194,0,GPE PERSON GPE ORG ORG ORG ORG
64484,0,ORG ORG PERSON PERSON DATE DATE
59812,0,ORG PERSON PERSON ORG CARDINAL DATE DATE DATE NORP GPE
77159,0,PERSON PERCENT PERCENT PERCENT PERCENT
1562,1,DATE DATE DATE CARDINAL DATE DATE DATE CARDINAL
41755,1,PERSON CARDINAL
70629,0,GPE
22882,0,DATE DATE
72125,0,GPE GPE MONEY DATE PERSON PERSON PERSON
72504,0,NORP ORG ORG ORG ORG ORG PERCENT PERCENT PERCENT ORG ORG ORG PERSON
80214,0,0
63946,0,PERSON PERSON PERSON PERSON PERSON ORDINAL
88683,0,GPE NORP
26763,0,ORG CARDINAL
25279,1,ORG PERSON PERSON DATE WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG NORP
87971,0,ORG ORG ORG ORG ORG ORG ORG
53011,0,PERSON PERSON
76603,0,PERSON ORG ORG ORG ORG ORG
5951,1,GPE CARDINAL CARDINAL GPE
13387,1,0
41732,1,CARDINAL ORG PERSON CARDINAL GPE
85723,0,PERSON CARDINAL DATE ORG PERSON
69537,0,ORG PERSON PERSON PERSON
3971,1,PERSON PERSON ORG DATE DATE DATE DATE ORG
63329,0,NORP ORG ORG GPE PRODUCT DATE CARDINAL DATE
59432,0,PERSON ORG PERSON
85450,0,DATE DATE CARDINAL ORG DATE DATE CARDINAL
13603,1,0
54920,0,NORP CARDINAL
37080,1,PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT
2590,1,NORP
50157,0,NORP NORP
71836,0,CARDINAL CARDINAL TIME TIME PERSON PERSON TIME TIME
40464,0,PERSON NORP ORG NORP NORP NORP NORP PERCENT PERCENT PERCENT PERCENT PERCENT
42969,1,PERSON PERSON GPE GPE
87008,1,PERSON PERSON PERSON PERSON ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
4722,1,PERSON PERSON PERSON PERSON PERSON PERSON PERSON ORG ORG CARDINAL ORG
16068,1,PERSON PERSON PERSON PERSON PERSON ORG
65996,0,GPE PERSON PERSON
77785,0,PERSON CARDINAL PERSON
2556,1,ORG ORG ORG ORG NORP PERSON
44559,1,GPE
28807,0,ORG ORG ORG PERSON
82418,0,PERSON PERSON WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
89346,0,ORG CARDINAL PERSON PERSON
58230,0,ORG ORG ORG PERSON PERSON ORG PERSON PERSON WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
82712,0,ORG MONEY MONEY MONEY PERCENT PERCENT
69927,0,0
81795,0,PERSON PERSON PERSON PERSON DATE CARDINAL CARDINAL CARDINAL
15491,1,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG CARDINAL
68091,0,PERSON PERSON PERSON NORP ORG ORG DATE DATE
87383,0,CARDINAL
44140,1,GPE PERCENT PERCENT PERCENT NORP NORP
64514,0,CARDINAL PERSON DATE DATE
26673,1,DATE DATE DATE DATE DATE
69395,0,ORG GPE GPE ORG
9371,1,PERSON PERSON PERSON PERCENT PERCENT NORP
24127,1,DATE DATE GPE NORP PERSON ORG ORG ORG ORG ORG ORG PERSON PERCENT PERCENT
19863,1,GPE DATE DATE GPE
1011,1,PERSON GPE GPE CARDINAL NORP MONEY MONEY MONEY
43616,0,0
48710,0,DATE TIME PERSON DATE DATE DATE DATE DATE DATE ORG
5364,1,GPE CARDINAL CARDINAL
1506,1,DATE DATE DATE DATE
42736,1,PERCENT PERCENT PERCENT NORP
22697,1,ORG
38235,1,GPE CARDINAL ORG ORG ORG GPE ORG ORG ORG ORG GPE ORG
66472,0,ORG ORG PERSON PERSON PERSON
19285,1,ORG ORG CARDINAL MONEY ORG ORG ORG
40567,1,0
56552,1,PERSON PERSON CARDINAL PERSON CARDINAL
34113,0,ORG ORG ORG CARDINAL CARDINAL PERSON DATE
49081,0,GPE
24937,1,PERSON DATE ORG ORG ORG ORG
33544,0,GPE MONEY GPE FAC
7408,1,ORG ORG PERSON GPE ORG ORG ORG ORG PERSON PERSON
17015,1,MONEY MONEY MONEY ORG PRODUCT
14862,1,PERSON PERSON GPE
3087,1,0
89357,0,CARDINAL CARDINAL PERSON PERSON PERSON
30342,0,EVENT EVENT EVENT PERSON
32488,0,GPE
59397,0,PERSON
10248,1,0
60362,0,PERSON ORG
65284,0,ORG PERCENT PERCENT DATE DATE DATE DATE PERCENT PERCENT CARDINAL CARDINAL CARDINAL PERCENT PERCENT DATE DATE PERCENT PERCENT PERCENT PERCENT
86874,0,GPE GPE GPE GPE PERCENT PERCENT GPE GPE NORP PERSON PERSON
17750,1,DATE ORG CARDINAL
40713,1,ORG GPE GPE GPE ORG DATE GPE
57116,1,MONEY MONEY MONEY ORG CARDINAL ORG CARDINAL CARDINAL PERSON PERSON
58622,0,NORP NORP PERSON NORP
56797,1,ORG ORG MONEY MONEY GPE GPE
68042,1,DATE DATE PERSON NORP NORP NORP ORG
31830,0,ORG CARDINAL CARDINAL
21150,1,PERSON PERSON PERSON ORG PERSON PERSON
80878,0,ORG ORG ORG ORG ORG ORG ORG NORP ORG ORG ORG
8391,0,DATE NORP CARDINAL DATE NORP CARDINAL
37741,1,ORG DATE DATE DATE DATE PERSON DATE
82764,0,ORG
20101,1,GPE GPE GPE ORG
28186,0,PERSON
40384,1,NORP PERSON NORP PERSON
60000,0,PERSON GPE GPE NORP NORP
68466,0,ORG
23090,1,ORG ORG ORG NORP GPE ORG
23661,1,PERCENT PERCENT LOC
50528,0,DATE PERCENT PERCENT DATE CARDINAL DATE DATE DATE CARDINAL PERCENT PERCENT
31149,0,ORG ORG ORG CARDINAL GPE GPE CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL
50777,0,PERSON PERSON PERSON PERSON GPE DATE LAW LAW LAW
50390,1,PRODUCT ORG PERCENT PERCENT CARDINAL CARDINAL
67772,0,GPE ORG PERSON DATE GPE
21538,1,0
22104,1,ORG ORG ORG CARDINAL DATE CARDINAL CARDINAL CARDINAL DATE DATE
88925,0,PERCENT PERCENT GPE PERSON
35164,0,EVENT DATE DATE ORG TIME PERSON ORG ORG ORG
61342,0,0
24885,1,PERSON PERSON DATE DATE DATE DATE DATE
5770,1,PERSON
20549,1,ORG ORG ORG PERSON CARDINAL
18948,1,ORG ORG ORG
49059,0,GPE CARDINAL CARDINAL CARDINAL
22070,1,ORG DATE DATE DATE DATE ORG GPE PERSON GPE GPE
26257,1,ORG GPE PERSON
40542,1,ORG ORG PERCENT PERCENT
66865,0,NORP GPE
6614,1,GPE LAW
52239,0,NORP GPE NORP GPE NORP
68814,0,PERSON GPE
75174,0,PERSON PERSON DATE DATE DATE PERSON NORP NORP
8085,1,GPE GPE GPE ORG NORP PERSON NORP
501,1,PERSON ORG NORP CARDINAL ORG NORP PERSON FAC FAC
70114,0,0
2336,1,GPE GPE DATE GPE GPE
79684,0,ORG ORG PERSON PERSON ORG PERCENT PERCENT NORP CARDINAL PERSON
75172,0,PERSON PERSON TIME NORP PERSON DATE ORG ORG
71013,0,GPE GPE GPE GPE PERCENT PERCENT PERCENT PERCENT PERCENT DATE DATE
16654,1,DATE ORG ORG PERSON PERSON NORP NORP DATE DATE
519,1,PERSON ORG CARDINAL ORG ORG
32153,0,NORP NORP NORP NORP
7160,1,0
77117,0,ORG ORG ORG ORG PERSON NORP DATE
53970,0,ORG DATE DATE DATE DATE DATE
6361,1,ORG ORG ORG ORG ORG ORG DATE DATE ORG
26585,1,DATE DATE DATE DATE PERSON PERSON NORP PERSON PERSON
67896,0,PERSON PERSON MONEY MONEY PERSON PERSON CARDINAL
56143,0,GPE GPE GPE GPE GPE GPE GPE GPE GPE GPE GPE GPE GPE GPE GPE GPE
31282,0,PERSON PERSON
6655,1,GPE GPE
50091,0,ORG ORG ORG ORG ORG
45454,1,ORG ORDINAL DATE DATE DATE DATE DATE DATE GPE GPE PERCENT PERCENT PERCENT DATE DATE DATE DATE
17375,1,ORG GPE ORG CARDINAL
59615,0,ORG ORG ORG
57279,1,PERSON PERSON CARDINAL CARDINAL
59480,0,PERSON CARDINAL
4966,1,PERSON PERSON ORG ORG PERSON PERSON PERSON ORG ORG ORG
37119,1,0
10048,1,GPE PERCENT PERCENT PERCENT
52273,0,PERSON GPE DATE
11228,1,GPE MONEY MONEY MONEY MONEY MONEY MONEY ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART DATE
64059,0,GPE GPE PERSON PERSON ORDINAL PERSON PERSON GPE PERSON
74033,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART PERSON ORG ORG ORG ORG ORG
79207,0,ORG ORG ORG ORG ORG LOC LOC LOC ORG ORG
6219,1,PERSON PERSON PERSON PERSON ORG CARDINAL PERSON ORG ORG PERSON PERSON MONEY
25238,1,PRODUCT PERSON
80539,0,ORG DATE DATE DATE DATE DATE DATE DATE
55501,0,0
