id,class_label,entities
87823,0,PERSON CARDINAL
87824,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87825,0,ORG ORG ORG ORG ORG ORG ORG PERSON NORP
87826,0,ORG ORG ORG GPE FAC FAC FAC FAC
87827,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87828,0,EVENT EVENT EVENT GPE GPE GPE FAC FAC FAC FAC ORG ORG ORG ORG CARDINAL
87829,0,ORG ORG ORG ORG ORG
87830,0,ORG ORG ORG ORG WORK_OF_ART PERSON
87831,0,ORG ORG ORG
87832,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG DATE PERSON
87833,0,LAW LAW LAW PERSON PERSON PERSON
87834,0,NORP PERSON DATE FAC FAC FAC ORG ORG ORG
87835,0,ORG ORG ORG ORG DATE DATE ORG ORG ORG ORG ORG ORG ORG ORG ORG
87836,0,DATE ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG MONEY MONEY MONEY MONEY MONEY MONEY
87837,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
87838,0,WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG ORG ORG ORG ORG ORG
87839,0,ORG ORG ORG
87840,0,GPE GPE ORG ORG ORG
87841,0,CARDINAL ORG ORG ORG ORG NORP NORP NORP GPE ORG
87842,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
87843,0,CARDINAL ORG ORG ORG PERSON PERSON PERSON
87844,0,DATE DATE DATE ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG DATE DATE DATE
87845,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG
87846,0,PERSON ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87847,0,GPE GPE CARDINAL ORG ORG ORG ORG ORG ORG ORG ORG
87848,0,ORG ORG ORG ORG
87849,0,ORG
87850,0,ORG PERSON PERSON MONEY MONEY MONEY DATE ORG ORG ORG ORG ORG DATE GPE GPE
87851,0,ORG ORG ORG ORG ORG
87852,0,ORG ORG ORG
87853,0,GPE GPE GPE ORG ORG ORG ORG ORG ORG ORG
87854,0,ORG ORG ORG ORG PERSON GPE ORG ORG ORG ORG ORG ORG FAC FAC FAC ORG GPE GPE GPE
87855,0,ORG ORG ORG CARDINAL ORG ORG ORG ORG
87856,0,ORG CARDINAL ORG ORG ORG ORG ORG ORG ORG
87857,0,ORDINAL DATE DATE ORDINAL ORG ORG
87858,0,ORG ORG ORG NORP ORG ORG
87859,0,ORG ORG ORG ORG CARDINAL CARDINAL EVENT EVENT EVENT EVENT EVENT EVENT ORG ORG ORG
87860,0,GPE GPE GPE ORG ORG ORG ORG PERSON
87861,0,ORG ORG ORG ORG LAW LAW LAW LAW LAW LAW LAW LAW LAW GPE GPE GPE FAC FAC FAC FAC FAC FAC FAC ORG
87862,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG PERSON PERSON
87863,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87864,0,ORG ORG ORG ORG ORG ORG ORG
87865,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG LOC LOC PERSON FAC FAC FAC FAC
87866,0,GPE PERSON PERSON ORG ORG ORG NORP GPE ORG ORG ORG ORG
87867,0,PERSON PERSON ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG CARDINAL CARDINAL CARDINAL CARDINAL
87868,0,PERSON ORG ORG DATE DATE GPE CARDINAL CARDINAL DATE DATE
87869,0,DATE ORG ORG ORG ORG
87870,0,ORDINAL ORG NORP ORG ORG ORG ORG ORG ORG ORG ORG ORG
87871,1,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87872,0,ORG ORG ORG CARDINAL ORG ORDINAL
87873,0,ORG PERSON PERSON PERSON ORG ORG ORG CARDINAL
87874,0,ORG ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87875,0,PERSON ORG ORG ORG ORG
87876,0,ORG GPE ORG ORG ORG
87877,1,ORG ORG
87878,0,LAW LAW LAW LAW ORG ORG GPE
87879,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG
87880,0,PERSON PERSON PERSON PERSON ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
87881,0,ORG ORG GPE GPE GPE GPE GPE GPE GPE ORG ORG ORG ORG PERSON PERSON PERSON ORG
87882,0,FAC FAC FAC CARDINAL
87883,0,ORG ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87884,0,GPE DATE ORG ORG ORG ORG CARDINAL
87885,0,ORG ORG ORG ORG ORG
87886,0,PERSON PERSON PERSON NORP ORG ORG ORG ORG ORG ORG ORG NORP
87887,0,NORP GPE PERSON ORG ORG PERSON ORG ORG ORG
87888,0,PERSON ORG ORG
87889,0,ORG ORG ORG GPE GPE GPE
87890,0,ORG ORG ORG CARDINAL
87891,0,PERSON PERSON LOC LOC GPE GPE ORG ORG ORG ORG WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG ORG ORG ORG DATE
87892,0,PERSON ORG ORG GPE
87893,0,ORG EVENT EVENT EVENT EVENT EVENT EVENT ORG ORG ORG ORG ORG ORG ORG ORG CARDINAL
87894,0,ORG ORG ORG CARDINAL
87895,0,ORG ORG ORG ORG ORG ORG ORG FAC FAC FAC PERSON PERSON PERSON ORG ORG ORG
87896,0,ORG ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87897,0,PERSON PERSON ORG ORG ORG ORG ORG ORG FAC FAC DATE ORG ORG ORG
87898,0,PERSON PERSON GPE ORG ORG ORG ORG ORG ORG ORG ORG
87899,0,ORG ORG ORG ORG ORG PERSON ORG ORG ORG ORG ORG ORG ORG GPE PERSON DATE
87900,0,NORP NORP GPE GPE GPE
87901,0,ORG ORG ORG NORP PERSON
87902,0,PERSON PERSON ORG ORG ORG ORG DATE
87903,0,ORG ORG ORG CARDINAL DATE ORG
87904,0,CARDINAL CARDINAL ORG ORG ORG WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART NORP
87905,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87906,0,ORG ORG ORG ORG ORG ORG ORG
87907,0,PERSON NORP ORG ORG
87908,0,PERSON PERSON NORP ORG ORG ORG ORG ORG ORG PERSON PERSON
87909,0,ORG ORG ORG ORG ORG ORG ORG GPE
87910,0,PERSON PERSON PERSON ORG GPE ORG ORG ORG DATE DATE PERSON ORG
87911,0,PERSON ORG ORG ORG CARDINAL ORDINAL CARDINAL
87912,0,ORG ORG ORG
87913,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
87914,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG DATE PERSON PERSON
87915,0,ORG ORG ORG ORG PERSON PERSON PERSON ORG ORG ORG ORG CARDINAL PERSON GPE
87916,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87917,0,ORG ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87918,0,PERSON PERSON PERSON PERSON PERSON ORG ORG ORG ORG
87919,0,NORP ORG ORG
87920,0,GPE ORG ORG FAC
87921,0,GPE GPE GPE DATE DATE
87922,0,ORG ORG ORG ORG ORG ORG PERSON PERSON GPE PERSON ORG ORG
87923,0,EVENT EVENT EVENT EVENT WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG ORG ORG DATE
87924,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG DATE PERSON
87925,0,WORK_OF_ART WORK_OF_ART PERSON DATE GPE ORG PRODUCT ORG ORG ORG ORG ORG
87926,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87927,0,PERSON PERSON PERSON ORG ORG ORG ORG ORG ORG
87928,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG DATE DATE DATE ORG ORG ORG ORG ORG PERSON PERSON PERSON
87929,1,ORG ORG ORG CARDINAL ORG ORG ORG ORG
87930,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG
87931,0,ORG ORG ORG ORG ORG DATE DATE ORG ORG GPE ORG ORG ORG NORP NORP
87932,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG FAC
87933,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG GPE
87934,0,CARDINAL CARDINAL ORG ORG ORG ORG
87935,0,PERSON CARDINAL ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87936,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG CARDINAL CARDINAL CARDINAL CARDINAL
87937,0,PERSON PERSON PERSON ORG ORG ORG DATE ORG ORG ORG
87938,0,ORG ORG NORP DATE DATE DATE CARDINAL
87939,0,ORG ORG CARDINAL
87940,0,PERSON ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87941,0,ORG ORG ORG
87942,0,ORG ORG ORG
87943,0,ORG ORG ORG DATE DATE
87944,0,CARDINAL ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87945,0,LAW LAW LAW LAW LAW LAW LAW PRODUCT PRODUCT LAW LAW LAW PERSON
87946,0,ORG ORG ORG GPE GPE GPE GPE GPE CARDINAL CARDINAL PERSON PERSON ORG ORG ORG GPE GPE CARDINAL GPE GPE LOC DATE DATE DATE DATE DATE
87947,1,PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT ORG PERSON PERSON PERSON ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87948,0,ORG ORG ORG CARDINAL CARDINAL CARDINAL
87949,0,CARDINAL DATE
87950,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG DATE PERSON
87951,0,PERSON ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87952,0,ORG ORG ORG GPE NORP GPE GPE ORG GPE ORG ORG ORG ORG
87953,0,GPE ORG ORG ORG ORG ORG
87954,0,GPE PERSON PERSON PERSON PERSON PERSON PERSON CARDINAL DATE ORG ORG PERSON
87955,0,ORG ORG ORG ORG ORG ORG ORG DATE DATE ORG ORG ORG ORG
87956,0,EVENT EVENT EVENT GPE GPE GPE FAC FAC FAC FAC
87957,0,GPE
87958,1,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87959,0,PERSON PERSON GPE PERSON ORG
87960,0,ORG ORG ORG ORG ORG PERSON NORP PERSON PERSON ORG ORG ORG ORG ORG ORG GPE DATE
87961,0,GPE ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87962,0,ORG ORG ORG DATE DATE DATE ORG
87963,0,ORG CARDINAL PERSON PERSON EVENT EVENT EVENT ORG ORG ORG
87964,0,ORG ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87965,0,ORG ORG ORG CARDINAL ORG ORG ORG
87966,1,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87967,0,ORG ORG ORG ORG ORG ORG ORG
87968,0,PERSON PERSON PERSON PERSON ORG ORG ORG ORG GPE GPE GPE GPE GPE GPE ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
87969,0,
87970,0,ORG ORG ORG ORG ORG ORG CARDINAL ORG ORG ORG PERCENT PERCENT DATE DATE
87971,0,ORG ORG ORG ORG ORG ORG ORG
87972,0,ORG ORG ORG
87973,0,PERSON DATE ORG ORG ORG PERSON PERSON ORG ORG ORG ORG ORG ORG ORG CARDINAL DATE ORG ORG ORG DATE DATE DATE
87974,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87975,0,ORG ORG ORG DATE ORG DATE ORG ORG ORG ORG ORG ORG ORG ORG ORG
87976,1,PERSON ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87977,0,GPE GPE ORG ORG ORG ORG ORG
87978,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG DATE PERSON
87979,0,ORG ORG ORG ORG
87980,0,CARDINAL ORG ORG ORG ORG NORP PERSON
87981,0,WORK_OF_ART PERSON NORP PERSON PERSON ORG ORG ORG ORG ORG ORG GPE DATE
87982,0,EVENT EVENT EVENT EVENT EVENT DATE DATE DATE DATE DATE DATE
87983,0,DATE ORG ORG ORG DATE DATE DATE DATE DATE
87984,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
87985,0,DATE ORG ORG ORG
87986,0,ORG ORG ORG
87987,0,PERSON ORG ORG ORG ORG ORG NORP
87988,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG EVENT EVENT EVENT EVENT ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
87989,0,ORG ORG ORG PERSON ORG ORG ORG ORG ORG ORG DATE
87990,0,ORG ORG ORG
87991,0,PERSON PERSON ORG ORG ORG ORG ORG
87992,0,ORG ORG ORG ORG ORG ORG ORG NORP GPE ORG ORG ORG ORG ORG DATE
87993,0,ORG ORG ORG ORG PERSON PERSON PERSON ORG ORG ORG ORG CARDINAL NORP
87994,0,ORG ORG ORG
87995,0,PERSON PERSON PERSON ORG ORG ORG ORG ORG
87996,0,ORG FAC FAC FAC ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
87997,0,ORG ORG ORG ORG GPE GPE GPE GPE ORG ORG ORG
87998,0,ORG ORG ORG ORG FAC FAC FAC ORG ORG ORG ORG ORG ORG ORG ORG DATE DATE DATE ORG WORK_OF_ART DATE DATE DATE
87999,0,PERSON PERSON PERSON GPE ORG ORG ORG ORG ORG PERSON CARDINAL CARDINAL
88000,0,GPE ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG DATE DATE DATE DATE
88001,1,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88002,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88003,0,ORG ORG ORG ORG ORG
88004,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88005,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88006,0,ORG ORG ORG ORG ORG ORG ORG FAC ORG ORG ORG GPE GPE GPE ORG
88007,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88008,0,ORG ORG ORG ORG ORG ORG ORG
88009,0,WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG ORG ORG
88010,0,ORG ORG ORG ORG ORG ORG ORG DATE ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
88011,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88012,0,DATE LAW LAW LAW GPE ORDINAL WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART GPE ORG DATE DATE
88013,0,ORG ORG ORG GPE
88014,0,ORG ORDINAL ORG ORG ORG ORG ORG ORG ORG
88015,0,DATE NORP ORG ORG NORP PERSON GPE EVENT EVENT EVENT PERSON PERSON PERSON ORG ORG ORG ORG ORG ORG
88016,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG NORP ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
88017,0,ORG ORG ORG ORG NORP
88018,0,PERSON ORG ORG ORG ORG ORG ORG ORG
88019,0,PERSON ORG ORG ORG
88020,0,NORP ORG ORG ORG GPE ORG ORG ORG ORG CARDINAL NORP
88021,0,ORG ORG ORG ORG ORG DATE DATE NORP ORG
88022,0,ORG ORG ORG ORG ORG ORG ORG PERSON
88023,0,CARDINAL ORG ORG ORG ORG ORG
88024,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88025,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88026,0,WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG ORG DATE
88027,0,GPE GPE GPE GPE GPE GPE ORG
88028,0,ORG ORG ORG ORG ORG ORG
88029,0,ORG ORG
88030,0,WORK_OF_ART WORK_OF_ART WORK_OF_ART ORDINAL ORG ORG ORG ORG ORG ORG ORG
88031,0,PERSON PERSON PERSON ORG ORG ORG
88032,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88033,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88034,0,ORG ORG ORG CARDINAL PERSON WORK_OF_ART WORK_OF_ART WORK_OF_ART
88035,0,ORG ORG ORG ORG ORG ORG PERSON ORG ORG ORG ORG
88036,0,ORG ORG
88037,0,ORG ORG ORG ORG ORG ORG ORG
88038,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
88039,0,WORK_OF_ART PERSON NORP PERSON PERSON ORG ORG ORG ORG ORG ORG GPE DATE
88040,0,ORG ORG DATE
88041,0,TIME TIME TIME GPE DATE DATE
88042,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88043,0,ORG ORG ORG ORG FAC FAC FAC ORG ORG ORG DATE ORG ORG ORG
88044,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG PERSON PERSON CARDINAL
88045,0,ORG DATE CARDINAL ORG ORG ORG
88046,0,ORG ORG ORG ORG ORG ORG ORG GPE ORG
88047,0,ORG ORG DATE ORG ORG ORG
88048,0,DATE DATE DATE ORG ORG DATE GPE
88049,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88050,0,ORG ORG ORG PERSON PERSON PERSON
88051,0,PERSON PERSON ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
88052,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88053,0,ORG ORG ORG ORG ORG ORG ORG
88054,0,ORG ORG ORG GPE GPE GPE GPE GPE GPE GPE GPE PERSON ORG ORDINAL QUANTITY QUANTITY QUANTITY QUANTITY QUANTITY
88055,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88056,0,ORG ORG ORG DATE EVENT EVENT EVENT EVENT ORG ORG GPE
88057,0,ORG ORG ORG ORG DATE
88058,0,PERSON ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88059,0,PERSON PERSON FAC FAC FAC DATE NORP
88060,0,GPE ORG ORG ORG GPE
88061,0,ORG ORG
88062,0,PERSON PERSON PERSON CARDINAL DATE DATE
88063,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88064,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88065,0,ORG ORG GPE GPE ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
88066,0,PERSON PERSON ORG ORG ORG ORG ORG ORG ORG PERSON PERSON
88067,0,ORG ORG ORG
88068,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG DATE PERSON
88069,0,GPE GPE NORP
88070,0,PERSON PERSON ORG EVENT EVENT EVENT EVENT EVENT EVENT ORG ORG ORG ORG ORG ORG ORG ORG CARDINAL
88071,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88072,0,ORG ORG
88073,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88074,0,ORG ORG ORG CARDINAL WORK_OF_ART
88075,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88076,0,ORG ORG ORG ORG NORP NORP NORP
88077,0,EVENT EVENT EVENT PERSON ORG ORG
88078,0,DATE GPE GPE GPE ORG ORG ORG ORG ORG ORG ORG
88079,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88080,0,PERSON ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88081,0,GPE DATE GPE ORG ORG ORG DATE DATE DATE GPE ORG ORG ORG GPE
88082,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG PERSON PERSON PERSON ORG PERSON PERSON PERSON
88083,0,LOC NORP ORG
88084,0,ORG ORG ORG ORG
88085,0,WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG ORG ORG
88086,0,PERSON NORP PERSON PERSON ORG ORG ORG ORG
88087,0,PERSON PERSON PERSON PERSON GPE GPE ORG ORG ORG ORG ORG ORG ORG ORG ORG
88088,0,ORG ORG ORG ORG ORG ORG EVENT EVENT EVENT ORG ORG ORG
88089,0,ORG ORG ORG ORG NORP
88090,0,ORG ORG ORG
88091,0,ORG PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON CARDINAL ORG ORG ORG ORG ORG
88092,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88093,0,ORG ORG ORG ORG ORG ORG
88094,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88095,0,ORDINAL PERSON PERSON PERSON PERSON CARDINAL PERSON PERSON PERSON ORG ORG ORG ORG ORG ORG
88096,0,ORG ORG ORG
88097,0,ORG ORG ORG ORG ORG ORG
88098,0,PERSON PERSON ORG ORG ORG
88099,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88100,0,ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG ORG ORG
88101,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88102,0,MONEY WORK_OF_ART PERSON NORP PERSON PERSON ORG ORG ORG ORG ORG ORG GPE DATE
88103,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88104,0,ORG ORG ORG ORG ORG ORG ORG
88105,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88106,0,ORG LAW ORDINAL PERSON PERSON PERSON ORG ORG GPE LAW
88107,0,ORG ORG ORG ORG ORG ORG
88108,0,ORG ORG CARDINAL
88109,0,DATE DATE ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG PERSON PERSON GPE ORG ORG GPE LOC LOC
88110,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88111,0,CARDINAL ORG ORG WORK_OF_ART WORK_OF_ART ORG ORG ORG
88112,1,FAC FAC FAC ORG ORG ORG
88113,0,ORG ORG ORG ORG PERSON PERSON PERSON PERSON ORG ORG ORG
88114,0,ORG ORG ORG CARDINAL CARDINAL CARDINAL
88115,0,ORG ORG ORG ORG ORG
88116,0,PERSON PERSON PERSON ORG ORG ORG ORG CARDINAL EVENT EVENT EVENT EVENT EVENT EVENT
88117,0,PERSON PERSON PERSON PERSON PERSON NORP
88118,0,PERSON PERSON PERSON NORP
88119,0,ORG ORG ORG ORG PERSON
88120,0,PERSON DATE DATE DATE
88121,0,PERSON PERSON PERSON PERSON ORG
88122,0,PERSON PERSON PERSON PERSON ORG
88123,0,PERSON DATE DATE DATE DATE
88124,0,PERSON PERSON PERSON NORP NORP
88125,0,PERSON PERSON PERSON PERSON NORP NORP GPE
88126,0,PERSON DATE DATE DATE
88127,0,PERSON NORP NORP NORP
88128,0,PERSON PERSON PERSON PERSON NORP ORG LOC DATE PERSON
88129,0,ORG ORG ORG MONEY MONEY MONEY ORG ORG MONEY MONEY MONEY
88130,0,ORG ORG ORG MONEY MONEY MONEY DATE DATE PERSON
88131,0,ORG ORG ORG MONEY MONEY MONEY DATE DATE DATE DATE
88132,0,MONEY MONEY MONEY MONEY MONEY MONEY
88133,0,ORG ORG ORG ORG ORG ORG ORG MONEY MONEY MONEY ORG ORG DATE DATE DATE DATE DATE DATE ORG DATE DATE DATE DATE DATE DATE
88134,0,ORG ORG ORG MONEY MONEY MONEY ORG ORG ORG ORG MONEY ORG
88135,0,ORG ORG ORG MONEY MONEY MONEY ORG ORG ORG
88136,0,PERSON PERSON ORG ORG ORG ORG
88137,0,ORG ORG ORG ORG ORG ORG
88138,0,PERSON PERSON TIME TIME TIME ORG ORG ORG ORG ORG ORG ORG ORG PERSON PERSON
88139,0,ORG ORG ORG ORG PERSON PERSON PERSON ORG ORG ORG
88140,0,ORG ORG ORG ORG ORG ORG PERSON
88141,0,ORG ORG ORG ORG ORG ORG ORG PERSON PERSON PERSON PERSON TIME PERSON
88142,0,ORG ORG ORG ORG PERSON PERSON PERSON
88143,0,PERSON PERSON ORG ORG ORG ORG
88144,0,PERSON PERSON PERSON GPE
88145,0,GPE DATE ORG
88146,0,ORG PERSON PERSON
88147,0,ORG ORG ORG
88148,0,PERSON PERSON PERSON PERSON PERSON PERSON ORG PERSON PERSON DATE
88149,0,PERSON PERSON
88150,1,ORG ORG ORG ORG ORG ORG ORG PERSON PERSON PERSON PERSON PERSON WORK_OF_ART WORK_OF_ART
88151,0,PERSON
88152,0,DATE DATE DATE DATE PERSON PERSON
88153,0,PERSON PERSON PERSON
88154,0,ORG PERSON PERSON
88155,0,PERSON
88156,0,NORP PERSON GPE
88157,0,ORG GPE
88158,0,ORG PERSON PERSON
88159,1,ORG ORG ORG ORG PERSON PERSON PERSON PERSON PERSON WORK_OF_ART WORK_OF_ART
88160,0,GPE GPE DATE DATE TIME TIME TIME NORP
88161,0,MONEY MONEY
88162,0,PERSON PERSON PERSON
88163,0,ORG NORP ORG ORG ORG
88164,0,ORG PERSON NORP
88165,0,ORG ORG ORG ORG PERSON DATE DATE DATE DATE ORG PERSON PERSON PERSON
88166,0,ORG ORG
88167,0,PERSON ORG ORG ORG NORP PERSON
88168,0,ORG ORG ORG CARDINAL ORG ORG GPE PERSON PERSON PERSON ORG
88169,1,ORG PERSON DATE
88170,0,PERSON PERSON ORG ORG ORG PERSON PERSON
88171,0,ORG ORG CARDINAL
88172,0,ORG ORG PERSON PERSON ORG ORG
88173,0,PERSON
88174,0,ORG PERSON NORP
88175,0,PERSON ORG PERSON PERSON ORG PERSON PERSON PERSON PERSON PERSON
88176,0,PERSON
88177,0,PERSON NORP GPE
88178,0,NORP ORG ORDINAL
88179,0,ORG ORG
88180,0,ORG PERSON
88181,0,PERSON PERSON PERSON
88182,0,ORG CARDINAL
88183,0,PERSON
88184,0,ORG CARDINAL
88185,0,PERSON PERSON PERSON ORG CARDINAL
88186,0,LAW LAW LAW DATE ORG DATE CARDINAL DATE ORG ORG ORG ORG ORG ORG
88187,0,ORG PERSON DATE DATE
88188,0,PERSON PERSON ORG
88189,0,ORG GPE PERSON PERSON PERSON PERSON
88190,0,PERSON PERSON ORG NORP
88191,0,PERSON PERSON
88192,0,PERSON ORDINAL
88193,0,PERSON PERSON ORG
88194,0,ORG ORG ORG ORG ORG ORG
88195,0,GPE NORP
88196,1,ORG CARDINAL
88197,0,PERSON
88198,0,PERSON ORG PERSON PERSON ORG PERSON PERSON PERSON PERSON PERSON
88199,0,PERSON ORG
88200,1,ORDINAL
88201,0,PERSON PERSON DATE
88202,0,NORP NORP ORG PERSON
88203,0,PERSON PERSON
88204,0,
88205,0,ORG ORG ORG PERSON ORG
88206,0,CARDINAL PERSON PERSON PERSON PERSON PERSON PERSON ORG
